"LATITUDE","LONGITUDE","STATION","STRATUM","YEAR","DATETIME","WTCPUE","NUMCPUE","COMMON","SCIENTIFIC","SID","BOT_DEPTH","BOT_TEMP","SURF_TEMP","VESSEL","CRUISE","HAUL"
56.6595,-160.365,"F-13",31,1993,"06/06/1993 06:00:00",9.613036,13.546257,"Red King Crab","Paralithodes camtschaticus",69322,59,4,5.2,88,199301,8
56.9925,-160.3315,"G-13",31,1993,"06/06/1993 10:00:00",8.559816,6.901512,"Red King Crab","Paralithodes camtschaticus",69322,64,3.8,4.6,88,199301,9
57.68633,-160.8748,"I-12",31,1993,"06/07/1993 16:00:00",4.331511,5.456807,"Red King Crab","Paralithodes camtschaticus",69322,53,3.5,4.4,89,199301,9
57.33483,-160.93,"H-12",31,1993,"06/08/1993 07:00:00",7.534208,7.72561,"Red King Crab","Paralithodes camtschaticus",69322,60,3.6,3.9,89,199301,10
57.326,-160.3073,"H-13",31,1993,"06/06/1993 12:00:00",21.587717,14.860243,"Red King Crab","Paralithodes camtschaticus",69322,60,3.1,4.6,88,199301,10
57.01233,-160.9532,"G-12",31,1993,"06/08/1993 09:00:00",6.983401,5.51752,"Red King Crab","Paralithodes camtschaticus",69322,60,3.7,6.1,89,199301,11
57.661,-160.2668,"I-13",31,1993,"06/06/1993 15:00:00",4.257167,3.70793,"Red King Crab","Paralithodes camtschaticus",69322,53,3.4,5.2,88,199301,11
57.99183,-160.2212,"J-13",10,1993,"06/06/1993 17:00:00",3.532672,5.841273,"Red King Crab","Paralithodes camtschaticus",69322,49,3.9,5.6,88,199301,12
56.67833,-160.9728,"F-12",31,1993,"06/08/1993 12:00:00",14.020674,10.97953,"Red King Crab","Paralithodes camtschaticus",69322,68,3.8,5.6,89,199301,12
56.35,-160.9833,"E-12",10,1993,"06/08/1993 15:00:00",8.781427,11.277517,"Red King Crab","Paralithodes camtschaticus",69322,53,4.9,5.6,89,199301,13
55.99583,-162.2385,"D-10",31,1993,"06/09/1993 07:00:00",21.402035,11.576632,"Red King Crab","Paralithodes camtschaticus",69322,66,3.2,7.2,89,199301,14
56.31167,-162.2017,"E-10",31,1993,"06/09/1993 09:00:00",15.600895,8.841639,"Red King Crab","Paralithodes camtschaticus",69322,71,2.8,7.2,89,199301,15
57.995,-161.4882,"J-11",10,1993,"06/07/1993 17:00:00",3.980054,2.622305,"Red King Crab","Paralithodes camtschaticus",69322,49,4.1,5.4,88,199301,16
56.63667,-162.1838,"F-10",31,1993,"06/09/1993 12:00:00",19.988399,17.294455,"Red King Crab","Paralithodes camtschaticus",69322,73,3,7.2,89,199301,16
57.65217,-161.4612,"I-11",10,1993,"06/08/1993 06:00:00",15.802556,12.126721,"Red King Crab","Paralithodes camtschaticus",69322,53,4.1,5.2,88,199301,17
56.99183,-162.1567,"G-10",31,1993,"06/09/1993 15:00:00",6.789166,5.457795,"Red King Crab","Paralithodes camtschaticus",69322,59,3.8,6.7,89,199301,17
57.31633,-162.1472,"H-10",10,1993,"06/09/1993 17:00:00",6.635374,4.133405,"Red King Crab","Paralithodes camtschaticus",69322,48,3.6,4.4,89,199301,18
57.33817,-161.5372,"H-11",31,1993,"06/08/1993 09:00:00",3.590459,2.288861,"Red King Crab","Paralithodes camtschaticus",69322,55,3.9,6.4,88,199301,18
57.64867,-162.1188,"I-10",10,1993,"06/10/1993 07:00:00",4.908836,3.541729,"Red King Crab","Paralithodes camtschaticus",69322,44,3.8,3.3,89,199301,19
57.00417,-161.5643,"G-11",31,1993,"06/08/1993 13:00:00",13.768717,20.168721,"Red King Crab","Paralithodes camtschaticus",69322,68,3.2,7.8,88,199301,19
57.9825,-162.1275,"J-10",10,1993,"06/10/1993 09:00:00",2.003029,1.151938,"Red King Crab","Paralithodes camtschaticus",69322,35,4.6,3.9,89,199301,20
56.6835,-161.561,"F-11",31,1993,"06/08/1993 16:00:00",35.995108,31.742289,"Red King Crab","Paralithodes camtschaticus",69322,88,3.1,8.2,88,199301,20
56.35,-161.5818,"E-11",10,1993,"06/08/1993 19:00:00",16.671434,11.095566,"Red King Crab","Paralithodes camtschaticus",69322,64,3.6,7.9,88,199301,21
58.30667,-162.0562,"K-10",10,1993,"06/10/1993 11:00:00",0.559162,0.37935,"Red King Crab","Paralithodes camtschaticus",69322,44,NA,6.1,89,199301,21
55.99867,-162.829,"D-09",31,1993,"06/09/1993 10:00:00",27.519927,15.357313,"Red King Crab","Paralithodes camtschaticus",69322,79,2.6,9.6,88,199301,23
56.64683,-162.7838,"F-09",31,1993,"06/09/1993 14:00:00",14.177648,6.069199,"Red King Crab","Paralithodes camtschaticus",69322,71,2.3,7,88,199301,25
58.02433,-163.3648,"J-08",10,1993,"06/11/1993 14:00:00",0.524651,0.192745,"Red King Crab","Paralithodes camtschaticus",69322,40,3.7,3.9,89,199301,26
56.98217,-162.8028,"G-09",31,1993,"06/10/1993 06:00:00",2.835589,1.754832,"Red King Crab","Paralithodes camtschaticus",69322,60,3.4,7.5,88,199301,26
57.32183,-162.7778,"H-09",10,1993,"06/10/1993 09:00:00",4.284449,1.799149,"Red King Crab","Paralithodes camtschaticus",69322,48,3.8,5.5,88,199301,27
57.68267,-163.3702,"I-08",10,1993,"06/11/1993 16:00:00",1.071705,0.545212,"Red King Crab","Paralithodes camtschaticus",69322,44,3.3,3.9,89,199301,27
57.35083,-163.3792,"H-08",10,1993,"06/12/1993 06:00:00",1.973977,1.08799,"Red King Crab","Paralithodes camtschaticus",69322,51,3.9,6.1,89,199301,28
57.66567,-162.7523,"I-09",10,1993,"06/10/1993 12:00:00",0.704905,0.414406,"Red King Crab","Paralithodes camtschaticus",69322,44,3.6,5.4,88,199301,28
57.9875,-162.7592,"J-09",10,1993,"06/10/1993 14:00:00",1.251392,0.636625,"Red King Crab","Paralithodes camtschaticus",69322,40,4.6,5.8,88,199301,29
57.01433,-163.3817,"G-08",31,1993,"06/12/1993 09:00:00",2.734326,1.298351,"Red King Crab","Paralithodes camtschaticus",69322,62,2.5,6.1,89,199301,29
56.675,-163.3833,"F-08",31,1993,"06/12/1993 11:00:00",29.046905,16.959976,"Red King Crab","Paralithodes camtschaticus",69322,71,1.9,5.6,89,199301,30
58.3555,-164.0038,"K-07",10,1993,"06/11/1993 14:00:00",0.595097,0.43725,"Red King Crab","Paralithodes camtschaticus",69322,40,4,6.4,88,199301,34
58.015,-164.0008,"J-07",10,1993,"06/11/1993 16:00:00",0.79048,0.41,"Red King Crab","Paralithodes camtschaticus",69322,44,3.4,5.2,88,199301,35
57.01283,-164.007,"G-07",31,1993,"06/12/1993 12:00:00",1.735143,0.784689,"Red King Crab","Paralithodes camtschaticus",69322,68,1.9,7.3,88,199301,38
56.687,-163.994,"F-07",31,1993,"06/12/1993 14:00:00",11.971334,4.105463,"Red King Crab","Paralithodes camtschaticus",69322,73,1.6,7,88,199301,39
57.31067,-164.6208,"H-06",31,1993,"06/15/1993 12:00:00",0.679946,0.187365,"Red King Crab","Paralithodes camtschaticus",69322,62,NA,5.6,89,199301,45
58.33983,-164.6313,"K-06",10,1993,"06/16/1993 07:00:00",0.382036,0.210604,"Red King Crab","Paralithodes camtschaticus",69322,42,3.9,5,89,199301,48
58.99533,-164.6565,"M-06",10,1993,"06/16/1993 11:00:00",0.713408,0.224695,"Red King Crab","Paralithodes camtschaticus",69322,24,NA,5.6,89,199301,50
58.63783,-167.2215,"L-02",20,1993,"06/27/1993 07:00:00",0.028588,0.210206,"Red King Crab","Paralithodes camtschaticus",69322,42,4.6,4.6,89,199301,78
60.337,-168.6483,"Q-18",20,1993,"06/28/1993 10:00:00",0.027485,0.202093,"Red King Crab","Paralithodes camtschaticus",69322,33,1.4,5,89,199301,83
58.64317,-167.8595,"L-01",20,1993,"06/27/1993 06:00:00",0.245369,0.201122,"Red King Crab","Paralithodes camtschaticus",69322,44,3.9,4.5,88,199301,85
59.68317,-168.614,"O-18",20,1993,"06/28/1993 16:00:00",0.966594,0.361208,"Red King Crab","Paralithodes camtschaticus",69322,37,4.6,5,89,199301,85
58.9815,-167.9138,"M-01",20,1993,"06/27/1993 09:00:00",0.241247,0.197744,"Red King Crab","Paralithodes camtschaticus",69322,40,4.2,4.6,88,199301,86
59.3255,-167.9423,"N-01",20,1993,"06/27/1993 11:00:00",0.32711,0.205989,"Red King Crab","Paralithodes camtschaticus",69322,39,4.2,4.7,88,199301,87
58.67883,-169.1863,"L-19",41,1993,"06/29/1993 11:00:00",0.272472,0.2002,"Red King Crab","Paralithodes camtschaticus",69322,60,1.7,5.5,88,199301,96
57.52333,-169.3935,"IH2019",42,1993,"06/30/1993 14:00:00",0.395271,0.248911,"Red King Crab","Paralithodes camtschaticus",69322,70,2.5,7.1,88,199301,101
57.319,-169.599,"H-20",42,1993,"07/03/1993 14:00:00",2.847481,0.856042,"Red King Crab","Paralithodes camtschaticus",69322,60,NA,5.6,89,199301,104
57.48967,-169.984,"IH2120",42,1993,"07/03/1993 16:00:00",1.118537,0.379358,"Red King Crab","Paralithodes camtschaticus",69322,66,NA,5.6,89,199301,105
57.661,-169.6515,"I-20",42,1993,"07/04/1993 06:00:00",0.536974,0.236761,"Red King Crab","Paralithodes camtschaticus",69322,68,2.8,6.9,89,199301,106
56.99633,-170.2013,"G-21",42,1993,"07/03/1993 16:00:00",46.774502,32.864381,"Red King Crab","Paralithodes camtschaticus",69322,66,4.8,6.1,88,199301,113
57.13,-170.4788,"HG2221",42,1993,"07/03/1993 18:00:00",135.694925,61.468556,"Red King Crab","Paralithodes camtschaticus",69322,49,5.2,6.1,88,199301,114
59.35633,-171.1852,"N-22",41,1993,"07/07/1993 11:00:00",0.597429,0.193719,"Red King Crab","Paralithodes camtschaticus",69322,73,0.3,6.1,89,199301,123
57.67867,-170.9017,"I-22",42,1993,"07/08/1993 12:00:00",0.564807,0.19159,"Red King Crab","Paralithodes camtschaticus",69322,86,2.8,8.5,89,199301,128
56.674,-159.759,"F-14",10,1994,"06/03/1994 16:00:00",1.0206,0.766984,"Red King Crab","Paralithodes camtschaticus",69322,33,3.9,4.6,88,199401,1
56.98617,-159.7022,"G-14",10,1994,"06/04/1994 06:00:00",3.405483,2.38692,"Red King Crab","Paralithodes camtschaticus",69322,53,3,3,88,199401,2
57.33183,-159.6755,"H-14",10,1994,"06/04/1994 09:00:00",4.721009,2.453747,"Red King Crab","Paralithodes camtschaticus",69322,55,3.1,3.2,88,199401,3
57.32617,-158.4203,"H-16",10,1994,"06/03/1994 14:00:00",0.360968,0.482255,"Red King Crab","Paralithodes camtschaticus",69322,26,4.2,4.6,89,199401,3
57.664,-159.6332,"I-14",10,1994,"06/04/1994 11:00:00",0.731992,0.663237,"Red King Crab","Paralithodes camtschaticus",69322,48,3.2,3.3,88,199401,4
57.3345,-159.0523,"H-15",10,1994,"06/04/1994 09:00:00",0.873881,0.672044,"Red King Crab","Paralithodes camtschaticus",69322,48,2.8,3.8,89,199401,5
58.005,-159.6097,"J-14",10,1994,"06/04/1994 14:00:00",6.258971,44.215653,"Red King Crab","Paralithodes camtschaticus",69322,38,3,3.1,88,199401,5
58.004,-160.8483,"J-12",10,1994,"06/05/1994 09:00:00",1.982674,1.419237,"Red King Crab","Paralithodes camtschaticus",69322,44,3,4.4,88,199401,8
57.99533,-160.216,"J-13",10,1994,"06/05/1994 08:00:00",2.046788,1.079529,"Red King Crab","Paralithodes camtschaticus",69322,48,NA,4.2,89,199401,9
57.67783,-160.8793,"I-12",31,1994,"06/05/1994 12:00:00",10.145453,6.6475,"Red King Crab","Paralithodes camtschaticus",69322,53,3,3.2,88,199401,9
57.34067,-160.9225,"H-12",31,1994,"06/05/1994 14:00:00",11.487592,7.405207,"Red King Crab","Paralithodes camtschaticus",69322,60,2.9,3.2,88,199401,10
57.665,-160.2685,"I-13",31,1994,"06/05/1994 11:00:00",5.896541,3.299441,"Red King Crab","Paralithodes camtschaticus",69322,53,2.5,2.5,89,199401,10
57.0155,-160.9028,"G-12",31,1994,"06/05/1994 17:00:00",8.306967,6.60145,"Red King Crab","Paralithodes camtschaticus",69322,68,2.6,3.5,88,199401,11
57.32267,-160.3053,"H-13",31,1994,"06/05/1994 14:00:00",9.231174,4.387837,"Red King Crab","Paralithodes camtschaticus",69322,59,2.5,2.8,89,199401,11
56.67067,-160.943,"F-12",31,1994,"06/06/1994 06:00:00",3.364438,2.868583,"Red King Crab","Paralithodes camtschaticus",69322,71,2.6,3.5,88,199401,12
56.99183,-160.3362,"G-13",31,1994,"06/05/1994 16:00:00",6.840344,4.232335,"Red King Crab","Paralithodes camtschaticus",69322,59,2.3,2.8,89,199401,12
55.99633,-162.237,"D-10",31,1994,"06/06/1994 12:00:00",1.222221,0.37688,"Red King Crab","Paralithodes camtschaticus",69322,66,3.6,4.7,88,199401,13
56.6625,-160.372,"F-13",31,1994,"06/06/1994 06:00:00",5.068151,4.569813,"Red King Crab","Paralithodes camtschaticus",69322,57,2.9,4.1,89,199401,13
56.32883,-160.9928,"E-12",10,1994,"06/06/1994 09:00:00",1.078824,0.980749,"Red King Crab","Paralithodes camtschaticus",69322,51,3.2,4.2,89,199401,14
56.31567,-162.238,"E-10",31,1994,"06/06/1994 15:00:00",2.214786,1.094803,"Red King Crab","Paralithodes camtschaticus",69322,77,2.8,5.4,88,199401,14
56.34733,-161.5685,"E-11",10,1994,"06/06/1994 12:00:00",7.148932,5.309808,"Red King Crab","Paralithodes camtschaticus",69322,66,3.1,4.3,89,199401,15
56.645,-162.1673,"F-10",31,1994,"06/06/1994 17:00:00",6.45095,4.841541,"Red King Crab","Paralithodes camtschaticus",69322,73,2.4,5.4,88,199401,15
56.67217,-161.5602,"F-11",31,1994,"06/06/1994 14:00:00",7.796892,3.97038,"Red King Crab","Paralithodes camtschaticus",69322,88,1.9,5,89,199401,16
56.99683,-162.1508,"G-10",31,1994,"06/07/1994 06:00:00",9.269819,5.888784,"Red King Crab","Paralithodes camtschaticus",69322,60,2.4,5,88,199401,16
57.30767,-162.1062,"H-10",10,1994,"06/07/1994 09:00:00",4.819134,2.956297,"Red King Crab","Paralithodes camtschaticus",69322,49,2.1,3.7,88,199401,17
56.99733,-161.5602,"G-11",31,1994,"06/06/1994 17:00:00",12.560757,8.730676,"Red King Crab","Paralithodes camtschaticus",69322,66,1.7,1.8,89,199401,17
57.63367,-162.136,"I-10",10,1994,"06/07/1994 12:00:00",9.861202,5.501061,"Red King Crab","Paralithodes camtschaticus",69322,44,2.4,3.4,88,199401,18
57.3385,-161.5212,"H-11",31,1994,"06/07/1994 06:00:00",11.900246,8.499217,"Red King Crab","Paralithodes camtschaticus",69322,55,1.8,2.9,89,199401,18
57.64867,-161.4843,"I-11",10,1994,"06/07/1994 09:00:00",13.458313,9.920188,"Red King Crab","Paralithodes camtschaticus",69322,51,2.5,2.4,89,199401,19
57.98833,-161.4877,"J-11",10,1994,"06/07/1994 12:00:00",5.989625,4.372468,"Red King Crab","Paralithodes camtschaticus",69322,51,2.6,2.8,89,199401,20
58.2925,-162.0548,"K-10",10,1994,"06/07/1994 17:00:00",1.172676,0.883871,"Red King Crab","Paralithodes camtschaticus",69322,42,0,4.3,88,199401,20
58.67983,-163.3527,"L-08",10,1994,"06/08/1994 08:00:00",0.223015,0.245882,"Red King Crab","Paralithodes camtschaticus",69322,29,3.5,3.9,88,199401,22
57.999,-162.7533,"J-09",10,1994,"06/08/1994 11:00:00",0.865889,0.216906,"Red King Crab","Paralithodes camtschaticus",69322,38,2.7,2.9,89,199401,25
57.36067,-163.4085,"H-08",10,1994,"06/09/1994 06:00:00",1.623867,0.735669,"Red King Crab","Paralithodes camtschaticus",69322,51,1.7,4.1,88,199401,26
57.6725,-162.7585,"I-09",10,1994,"06/08/1994 14:00:00",0.255122,0.216388,"Red King Crab","Paralithodes camtschaticus",69322,40,1.8,2,89,199401,26
57.33417,-162.773,"H-09",10,1994,"06/08/1994 16:00:00",7.788022,3.483107,"Red King Crab","Paralithodes camtschaticus",69322,46,1.7,1.9,89,199401,27
56.99117,-163.401,"G-08",31,1994,"06/09/1994 09:00:00",9.112156,4.840689,"Red King Crab","Paralithodes camtschaticus",69322,64,1.7,6,88,199401,27
56.68383,-163.396,"F-08",31,1994,"06/09/1994 11:00:00",2.824602,1.111961,"Red King Crab","Paralithodes camtschaticus",69322,73,1.9,6.3,88,199401,28
56.98717,-162.8055,"G-09",31,1994,"06/09/1994 06:00:00",13.260027,9.036867,"Red King Crab","Paralithodes camtschaticus",69322,60,1.6,5.3,89,199401,28
56.6785,-162.7798,"F-09",31,1994,"06/09/1994 08:00:00",4.36202,2.262693,"Red King Crab","Paralithodes camtschaticus",69322,70,1.7,5.9,89,199401,29
56.32367,-163.3985,"E-08",31,1994,"06/09/1994 15:00:00",0.47846,0.430463,"Red King Crab","Paralithodes camtschaticus",69322,82,2.3,7.1,88,199401,30
56.34417,-162.804,"E-09",31,1994,"06/09/1994 11:00:00",0.358185,0.394912,"Red King Crab","Paralithodes camtschaticus",69322,77,2.5,5.8,89,199401,30
56.6735,-163.9925,"F-07",31,1994,"06/12/1994 06:00:00",7.240277,2.766795,"Red King Crab","Paralithodes camtschaticus",69322,73,1.3,6.4,89,199401,41
57.0075,-164.0347,"G-07",31,1994,"06/12/1994 08:00:00",5.790385,1.97407,"Red King Crab","Paralithodes camtschaticus",69322,66,1.1,6,89,199401,42
58.31833,-164.6428,"K-06",10,1994,"06/13/1994 06:00:00",0.990305,0.220509,"Red King Crab","Paralithodes camtschaticus",69322,42,2.5,3.6,88,199401,44
57.9875,-164.0358,"J-07",10,1994,"06/12/1994 16:00:00",0.486507,0.233113,"Red King Crab","Paralithodes camtschaticus",69322,44,1.8,4.3,89,199401,45
58.66583,-164.712,"L-06",10,1994,"06/13/1994 09:00:00",0.540849,0.23383,"Red King Crab","Paralithodes camtschaticus",69322,35,3.1,3.9,88,199401,45
58.98183,-164.697,"M-06",10,1994,"06/13/1994 13:00:00",0.234436,0.234905,"Red King Crab","Paralithodes camtschaticus",69322,26,3.9,4.2,88,199401,46
58.9915,-164.0128,"M-07",10,1994,"06/13/1994 13:00:00",0.881914,0.22092,"Red King Crab","Paralithodes camtschaticus",69322,26,4.3,4.6,89,199401,48
58.65617,-167.8643,"L-01",20,1994,"06/24/1994 17:00:00",0.120064,0.203498,"Red King Crab","Paralithodes camtschaticus",69322,44,2,3.3,89,199401,84
58.65967,-166.5702,"L-03",20,1994,"06/25/1994 06:00:00",0.544425,0.218206,"Red King Crab","Paralithodes camtschaticus",69322,38,NA,3.3,88,199401,85
58.99867,-167.2135,"M-02",20,1994,"06/25/1994 11:00:00",1.702298,0.731123,"Red King Crab","Paralithodes camtschaticus",69322,38,NA,3.3,88,199401,87
59.31917,-167.9002,"N-01",20,1994,"06/25/1994 16:00:00",0.460312,0.241633,"Red King Crab","Paralithodes camtschaticus",69322,37,2.5,3.4,89,199401,88
59.33517,-168.5227,"N-18",20,1994,"06/25/1994 18:00:00",0.098203,0.240695,"Red King Crab","Paralithodes camtschaticus",69322,38,1.9,4.1,89,199401,89
59.68967,-169.2632,"O-19",20,1994,"06/27/1994 11:00:00",0.255544,0.234659,"Red King Crab","Paralithodes camtschaticus",69322,46,0.7,5,89,199401,97
59.3535,-169.229,"N-19",20,1994,"06/27/1994 13:00:00",1.122919,0.476116,"Red King Crab","Paralithodes camtschaticus",69322,48,0.5,4.6,89,199401,98
57.32933,-169.5983,"H-20",42,1994,"06/29/1994 06:00:00",4.090062,1.264056,"Red King Crab","Paralithodes camtschaticus",69322,60,NA,3.2,88,199401,105
56.99333,-169.5605,"G-20",42,1994,"06/29/1994 10:00:00",3.709818,1.483165,"Red King Crab","Paralithodes camtschaticus",69322,59,NA,4.6,88,199401,107
57.15333,-169.883,"HG2120",42,1994,"06/30/1994 15:00:00",12.916026,5.119602,"Red King Crab","Paralithodes camtschaticus",69322,48,2.3,4.8,89,199401,115
57.10817,-170.4545,"HG2221",42,1994,"06/30/1994 15:00:00",119.167503,59.966821,"Red King Crab","Paralithodes camtschaticus",69322,49,NA,4.5,88,199401,115
57.31017,-170.1997,"H-21",42,1994,"07/01/1994 06:00:00",8.445405,3.147356,"Red King Crab","Paralithodes camtschaticus",69322,49,2.5,4.2,89,199401,116
58.65667,-171.0773,"L-22",41,1994,"07/02/1994 13:00:00",0.192975,0.212762,"Red King Crab","Paralithodes camtschaticus",69322,82,NA,5.6,88,199401,125
58.98867,-171.1202,"M-22",41,1994,"07/02/1994 15:00:00",0.78205,0.210285,"Red King Crab","Paralithodes camtschaticus",69322,79,NA,NA,88,199401,126
56.99928,-159.0839,"G-15",10,1995,"06/04/1995 06:25:00",0.425782,0.425782,"Red King Crab","Paralithodes camtschaticus",69322,29,3.2,3.4,89,199501,1
57.33442,-158.4006,"H-16",10,1995,"06/04/1995 07:40:00",0.31739,0.226707,"Red King Crab","Paralithodes camtschaticus",69322,29,3.3,4.1,88,199501,1
57.32802,-159.075,"H-15",10,1995,"06/04/1995 10:01:00",0.235261,0.641622,"Red King Crab","Paralithodes camtschaticus",69322,48,2.6,2.7,89,199501,2
57.66607,-159.0229,"I-15",10,1995,"06/04/1995 12:42:00",0.223194,1.217423,"Red King Crab","Paralithodes camtschaticus",69322,44,2.4,2.4,89,199501,3
57.99863,-158.3304,"J-16",10,1995,"06/04/1995 13:16:00",0.068835,0.917794,"Red King Crab","Paralithodes camtschaticus",69322,31,3.2,3.7,88,199501,3
58.00857,-159.5967,"J-14",10,1995,"06/05/1995 08:48:00",1.742491,0.678893,"Red King Crab","Paralithodes camtschaticus",69322,40,2.4,7.9,88,199501,5
58.28783,-160.0125,"K-13",10,1995,"06/05/1995 06:27:00",0.020967,0.20967,"Red King Crab","Paralithodes camtschaticus",69322,31,2.4,3.5,89,199501,5
57.66815,-159.6456,"I-14",10,1995,"06/05/1995 11:17:00",0.741462,3.271158,"Red King Crab","Paralithodes camtschaticus",69322,48,2.3,3.6,88,199501,6
58.00595,-160.2077,"J-13",10,1995,"06/05/1995 08:35:00",1.660192,1.012312,"Red King Crab","Paralithodes camtschaticus",69322,48,2.1,3.7,89,199501,6
57.3395,-159.6804,"H-14",10,1995,"06/05/1995 13:31:00",2.373145,1.857244,"Red King Crab","Paralithodes camtschaticus",69322,55,2.3,4.1,88,199501,7
57.67467,-160.2642,"I-13",31,1995,"06/05/1995 11:00:00",12.371048,15.98273,"Red King Crab","Paralithodes camtschaticus",69322,53,2.2,3.5,89,199501,7
57.0106,-159.7094,"G-14",10,1995,"06/05/1995 15:48:00",1.427881,0.852466,"Red King Crab","Paralithodes camtschaticus",69322,55,2.3,5.5,88,199501,8
57.33933,-160.3035,"H-13",31,1995,"06/05/1995 13:21:00",14.150165,8.250825,"Red King Crab","Paralithodes camtschaticus",69322,60,2.4,3.8,89,199501,8
56.6791,-159.7324,"F-14",10,1995,"06/05/1995 18:07:00",1.235465,0.882475,"Red King Crab","Paralithodes camtschaticus",69322,33,4.1,5.4,88,199501,9
57.00527,-160.332,"G-13",31,1995,"06/05/1995 15:46:00",13.041566,8.324404,"Red King Crab","Paralithodes camtschaticus",69322,60,2.4,4.9,89,199501,9
56.3458,-160.9945,"E-12",10,1995,"06/06/1995 06:34:00",5.22522,3.714611,"Red King Crab","Paralithodes camtschaticus",69322,53,2.4,4.9,88,199501,10
56.67135,-160.3617,"F-13",31,1995,"06/05/1995 18:10:00",5.882069,5.686592,"Red King Crab","Paralithodes camtschaticus",69322,57,2.2,5.4,89,199501,10
56.32737,-161.6155,"E-11",10,1995,"06/06/1995 06:27:00",8.197473,5.451005,"Red King Crab","Paralithodes camtschaticus",69322,62,1.9,4.4,89,199501,11
56.66365,-160.9736,"F-12",31,1995,"06/06/1995 09:21:00",8.510726,5.861381,"Red King Crab","Paralithodes camtschaticus",69322,68,1.9,5.1,88,199501,11
56.99162,-160.9509,"G-12",31,1995,"06/06/1995 11:50:00",2.02575,1.593287,"Red King Crab","Paralithodes camtschaticus",69322,66,2.3,5.3,88,199501,12
57.33202,-160.9378,"H-12",31,1995,"06/06/1995 14:19:00",1.671873,0.716517,"Red King Crab","Paralithodes camtschaticus",69322,57,2.4,5.2,88,199501,13
56.995,-161.573,"G-11",31,1995,"06/06/1995 12:10:00",4.076511,4.671002,"Red King Crab","Paralithodes camtschaticus",69322,68,2,5,89,199501,14
57.6478,-160.8775,"I-12",31,1995,"06/06/1995 16:40:00",10.921431,26.97724,"Red King Crab","Paralithodes camtschaticus",69322,55,1.9,5.4,88,199501,14
57.998,-160.8635,"J-12",10,1995,"06/07/1995 06:41:00",3.913118,8.883835,"Red King Crab","Paralithodes camtschaticus",69322,42,2.4,5.8,88,199501,15
57.3223,-161.5385,"H-11",31,1995,"06/06/1995 14:38:00",10.86248,9.619043,"Red King Crab","Paralithodes camtschaticus",69322,53,2.3,4.8,89,199501,15
57.66035,-161.4964,"I-11",10,1995,"06/06/1995 17:02:00",28.213812,39.090359,"Red King Crab","Paralithodes camtschaticus",69322,51,2.1,4.4,89,199501,16
58.33015,-160.7866,"K-12",10,1995,"06/07/1995 09:07:00",0.311786,0.445409,"Red King Crab","Paralithodes camtschaticus",69322,18,6.2,7.4,88,199501,16
57.99048,-161.4693,"J-11",10,1995,"06/07/1995 06:25:00",2.211352,1.786951,"Red King Crab","Paralithodes camtschaticus",69322,53,2.4,4.4,89,199501,17
57.96923,-162.1261,"J-10",10,1995,"06/08/1995 06:37:00",1.711331,0.937716,"Red King Crab","Paralithodes camtschaticus",69322,35,2.9,5.1,88,199501,19
57.67432,-162.1207,"I-10",10,1995,"06/08/1995 08:47:00",2.941635,1.94667,"Red King Crab","Paralithodes camtschaticus",69322,46,2.1,4.8,88,199501,20
57.33317,-162.1607,"H-10",10,1995,"06/08/1995 11:08:00",3.76498,2.26806,"Red King Crab","Paralithodes camtschaticus",69322,49,1.4,5,88,199501,21
57.67307,-162.7491,"I-09",10,1995,"06/08/1995 08:37:00",1.26644,0.584511,"Red King Crab","Paralithodes camtschaticus",69322,40,1.6,4,89,199501,22
56.99513,-162.1804,"G-10",31,1995,"06/08/1995 13:32:00",8.660564,6.186117,"Red King Crab","Paralithodes camtschaticus",69322,59,1.4,5.1,88,199501,22
57.33647,-162.7674,"H-09",10,1995,"06/08/1995 10:56:00",2.650134,1.24225,"Red King Crab","Paralithodes camtschaticus",69322,46,1.4,3.9,89,199501,23
56.66278,-162.1855,"F-10",31,1995,"06/08/1995 15:56:00",2.338647,1.653588,"Red King Crab","Paralithodes camtschaticus",69322,73,1.4,6.1,88,199501,23
56.32575,-162.2055,"E-10",31,1995,"06/09/1995 06:32:00",6.918103,7.141268,"Red King Crab","Paralithodes camtschaticus",69322,77,1.6,6.5,88,199501,24
57.00755,-162.7822,"G-09",31,1995,"06/08/1995 13:14:00",11.465646,7.927344,"Red King Crab","Paralithodes camtschaticus",69322,59,1.4,4.1,89,199501,24
55.99323,-162.2504,"D-10",31,1995,"06/09/1995 09:08:00",13.173315,9.014399,"Red King Crab","Paralithodes camtschaticus",69322,68,1.9,7.1,88,199501,25
56.65988,-162.7765,"F-09",31,1995,"06/08/1995 16:36:00",1.880181,0.61984,"Red King Crab","Paralithodes camtschaticus",69322,70,1.1,5,89,199501,26
56.34533,-162.8015,"E-09",31,1995,"06/09/1995 06:23:00",0.214853,0.195321,"Red King Crab","Paralithodes camtschaticus",69322,77,1.1,6.1,89,199501,27
55.98045,-162.8464,"D-09",31,1995,"06/09/1995 09:55:00",0.525118,0.210047,"Red King Crab","Paralithodes camtschaticus",69322,77,1.7,6.8,89,199501,29
56.65703,-163.3976,"F-08",31,1995,"06/10/1995 14:22:00",55.92185,31.887856,"Red King Crab","Paralithodes camtschaticus",69322,73,0.8,6,88,199501,30
